epoch,train_accuracy,train_loss,valid_accuracy,valid_loss
61,87.21960280040005,"tensor(0.2959, device='cuda:0')",83.8,"tensor(0.3643, device='cuda:0')"
62,90.2843263323332,"tensor(0.2354, device='cuda:0')",86.2,"tensor(0.3350, device='cuda:0')"
63,90.05572224603515,"tensor(0.2256, device='cuda:0')",85.31666666666666,"tensor(0.3234, device='cuda:0')"
64,93.15616516645235,"tensor(0.1843, device='cuda:0')",87.94999999999999,"tensor(0.2789, device='cuda:0')"
65,93.79197028146878,"tensor(0.1535, device='cuda:0')",87.78333333333333,"tensor(0.2884, device='cuda:0')"
66,95.59222746106587,"tensor(0.1187, device='cuda:0')",89.63333333333333,"tensor(0.2634, device='cuda:0')"
67,94.97785397913988,"tensor(0.1215, device='cuda:0')",88.25,"tensor(0.3145, device='cuda:0')"
68,96.699528504072,"tensor(0.0900, device='cuda:0')",88.9,"tensor(0.2739, device='cuda:0')"
69,95.07072438919846,"tensor(0.1245, device='cuda:0')",87.58333333333333,"tensor(0.3457, device='cuda:0')"
70,95.73510501500215,"tensor(0.1095, device='cuda:0')",88.43333333333334,"tensor(0.3174, device='cuda:0')"
71,97.76396628089728,"tensor(0.0620, device='cuda:0')",89.63333333333333,"tensor(0.2812, device='cuda:0')"
72,97.64252036005144,"tensor(0.0649, device='cuda:0')",88.73333333333333,"tensor(0.3214, device='cuda:0')"
73,97.25675096442349,"tensor(0.0698, device='cuda:0')",89.18333333333334,"tensor(0.3375, device='cuda:0')"
74,98.62837548221175,"tensor(0.0413, device='cuda:0')",89.13333333333333,"tensor(0.3421, device='cuda:0')"
75,98.34262037433919,"tensor(0.0413, device='cuda:0')",90.25,"tensor(0.3868, device='cuda:0')"
76,98.93556222317474,"tensor(0.0291, device='cuda:0')",90.06666666666666,"tensor(0.3507, device='cuda:0')"
77,98.9141305900843,"tensor(0.0309, device='cuda:0')",89.66666666666666,"tensor(0.3448, device='cuda:0')"
78,98.31404486355194,"tensor(0.0437, device='cuda:0')",89.11666666666666,"tensor(0.3585, device='cuda:0')"
79,98.45692241748822,"tensor(0.0399, device='cuda:0')",89.11666666666666,"tensor(0.3590, device='cuda:0')"
80,99.22846120874411,"tensor(0.0214, device='cuda:0')",89.5,"tensor(0.3963, device='cuda:0')"
81,98.50692956136591,"tensor(0.0481, device='cuda:0')",88.5,"tensor(0.5627, device='cuda:0')"
82,98.78554079154165,"tensor(0.0369, device='cuda:0')",89.06666666666668,"tensor(0.4757, device='cuda:0')"
83,99.37133876268038,"tensor(0.0168, device='cuda:0')",90.01666666666667,"tensor(0.4754, device='cuda:0')"
84,99.72138876982426,"tensor(0.0087, device='cuda:0')",90.26666666666667,"tensor(0.4884, device='cuda:0')"
85,98.9141305900843,"tensor(0.0287, device='cuda:0')",88.55,"tensor(0.4461, device='cuda:0')"
86,99.06415202171739,"tensor(0.0250, device='cuda:0')",89.1,"tensor(0.4977, device='cuda:0')"
87,99.4284897842549,"tensor(0.0153, device='cuda:0')",89.55,"tensor(0.4834, device='cuda:0')"
88,99.56422346049436,"tensor(0.0129, device='cuda:0')",89.98333333333333,"tensor(0.4267, device='cuda:0')"
89,99.65709387055294,"tensor(0.0102, device='cuda:0')",90.06666666666666,"tensor(0.4267, device='cuda:0')"
90,99.5856550935848,"tensor(0.0108, device='cuda:0')",89.73333333333333,"tensor(0.4773, device='cuda:0')"
