epoch,train_accuracy,train_loss,valid_accuracy,valid_loss
23,75.71795970852979,"tensor(0.5119, device='cuda:0')",75.31666666666666,"tensor(0.5170, device='cuda:0')"
24,77.10387198171166,"tensor(0.4796, device='cuda:0')",76.36666666666667,"tensor(0.4895, device='cuda:0')"
25,78.74696385197886,"tensor(0.4521, device='cuda:0')",77.03333333333333,"tensor(0.4744, device='cuda:0')"
26,78.60408629804257,"tensor(0.4546, device='cuda:0')",77.96666666666667,"tensor(0.4713, device='cuda:0')"
27,79.2327475353622,"tensor(0.4450, device='cuda:0')",78.25,"tensor(0.4626, device='cuda:0')"
28,78.08972710387198,"tensor(0.4633, device='cuda:0')",76.8,"tensor(0.4843, device='cuda:0')"
29,81.07586798114016,"tensor(0.4128, device='cuda:0')",79.56666666666666,"tensor(0.4410, device='cuda:0')"
30,79.56136590941563,"tensor(0.4622, device='cuda:0')",78.35,"tensor(0.4798, device='cuda:0')"
31,72.38176882411773,"tensor(0.5476, device='cuda:0')",70.96666666666667,"tensor(0.5707, device='cuda:0')"
32,80.49007001000142,"tensor(0.4221, device='cuda:0')",78.7,"tensor(0.4615, device='cuda:0')"
33,80.08286898128304,"tensor(0.4399, device='cuda:0')",78.05,"tensor(0.4747, device='cuda:0')"
34,85.13359051293043,"tensor(0.3442, device='cuda:0')",82.81666666666668,"tensor(0.3926, device='cuda:0')"
35,70.37433919131304,"tensor(0.5561, device='cuda:0')",69.8,"tensor(0.5866, device='cuda:0')"
36,72.8818402628947,"tensor(0.5691, device='cuda:0')",71.91666666666666,"tensor(0.6033, device='cuda:0')"
37,76.38948421203028,"tensor(0.5298, device='cuda:0')",74.53333333333333,"tensor(0.5964, device='cuda:0')"
38,84.05486498071153,"tensor(0.3533, device='cuda:0')",80.81666666666666,"tensor(0.4136, device='cuda:0')"
39,73.83197599657095,"tensor(0.5437, device='cuda:0')",72.56666666666666,"tensor(0.6022, device='cuda:0')"
40,83.81911701671667,"tensor(0.3567, device='cuda:0')",80.91666666666667,"tensor(0.4275, device='cuda:0')"
41,88.54836405200743,"tensor(0.2761, device='cuda:0')",84.58333333333333,"tensor(0.3756, device='cuda:0')"
42,88.60551507358194,"tensor(0.2669, device='cuda:0')",84.83333333333334,"tensor(0.3607, device='cuda:0')"
43,89.56993856265181,"tensor(0.2511, device='cuda:0')",85.03333333333333,"tensor(0.3470, device='cuda:0')"
44,77.28961280182884,"tensor(0.4635, device='cuda:0')",74.95,"tensor(0.5398, device='cuda:0')"
45,90.54150592941849,"tensor(0.2319, device='cuda:0')",85.78333333333333,"tensor(0.3435, device='cuda:0')"
46,88.16973853407629,"tensor(0.2777, device='cuda:0')",83.18333333333334,"tensor(0.3919, device='cuda:0')"
47,86.16945277896842,"tensor(0.3119, device='cuda:0')",81.88333333333333,"tensor(0.4306, device='cuda:0')"
48,82.83326189455636,"tensor(0.4174, device='cuda:0')",78.64999999999999,"tensor(0.5638, device='cuda:0')"
49,92.49178454064867,"tensor(0.1829, device='cuda:0')",86.21666666666667,"tensor(0.3411, device='cuda:0')"
50,78.85412201743107,"tensor(0.4419, device='cuda:0')",75.06666666666668,"tensor(0.5511, device='cuda:0')"
51,93.45620802971854,"tensor(0.1708, device='cuda:0')",85.11666666666666,"tensor(0.3526, device='cuda:0')"
52,88.08401200171453,"tensor(0.3004, device='cuda:0')",82.51666666666667,"tensor(0.5117, device='cuda:0')"
53,92.64180597228176,"tensor(0.1809, device='cuda:0')",84.31666666666666,"tensor(0.3790, device='cuda:0')"
54,93.92056008001143,"tensor(0.1487, device='cuda:0')",85.55,"tensor(0.3771, device='cuda:0')"
55,89.86283754822118,"tensor(0.2506, device='cuda:0')",82.58333333333333,"tensor(0.5283, device='cuda:0')"
56,94.04200600085727,"tensor(0.1492, device='cuda:0')",85.23333333333333,"tensor(0.3879, device='cuda:0')"
57,92.37748249749964,"tensor(0.1806, device='cuda:0')",84.2,"tensor(0.4047, device='cuda:0')"
58,87.12673239034147,"tensor(0.3557, device='cuda:0')",80.13333333333334,"tensor(0.6719, device='cuda:0')"
59,90.84869267038148,"tensor(0.2151, device='cuda:0')",81.43333333333334,"tensor(0.4465, device='cuda:0')"
60,93.99914273467638,"tensor(0.1571, device='cuda:0')",84.71666666666667,"tensor(0.5362, device='cuda:0')"
61,97.52821831690241,"tensor(0.0677, device='cuda:0')",86.6,"tensor(0.4429, device='cuda:0')"
62,96.57808258322618,"tensor(0.0902, device='cuda:0')",85.98333333333333,"tensor(0.4489, device='cuda:0')"
63,98.14973567652522,"tensor(0.0587, device='cuda:0')",86.75,"tensor(0.3688, device='cuda:0')"
64,94.40634376339477,"tensor(0.1455, device='cuda:0')",84.18333333333334,"tensor(0.4590, device='cuda:0')"
65,91.84883554793541,"tensor(0.2532, device='cuda:0')",83.25,"tensor(0.6712, device='cuda:0')"
66,97.18531218745535,"tensor(0.0700, device='cuda:0')",85.6,"tensor(0.4574, device='cuda:0')"
67,98.36405200742963,"tensor(0.0428, device='cuda:0')",86.76666666666667,"tensor(0.5405, device='cuda:0')"
68,89.91284469209887,"tensor(0.3619, device='cuda:0')",81.06666666666666,"tensor(0.8732, device='cuda:0')"
69,99.4856408058294,"tensor(0.0159, device='cuda:0')",87.71666666666667,"tensor(0.4965, device='cuda:0')"
70,92.44177739677096,"tensor(0.2273, device='cuda:0')",81.86666666666666,"tensor(0.7206, device='cuda:0')"
71,99.82140305757964,"tensor(0.0084, device='cuda:0')",88.11666666666666,"tensor(0.4819, device='cuda:0')"
72,99.78568366909558,"tensor(0.0057, device='cuda:0')",87.51666666666667,"tensor(0.6056, device='cuda:0')"
73,99.71424489212744,"tensor(0.0088, device='cuda:0')",87.36666666666667,"tensor(0.5985, device='cuda:0')"
74,99.8928418345478,"tensor(0.0047, device='cuda:0')",87.45,"tensor(0.6004, device='cuda:0')"
75,98.71410201457351,"tensor(0.0376, device='cuda:0')",86.95,"tensor(0.4557, device='cuda:0')"
76,99.77139591370195,"tensor(0.0086, device='cuda:0')",88.03333333333333,"tensor(0.5921, device='cuda:0')"
77,99.95713673381911,"tensor(0.0022, device='cuda:0')",88.05,"tensor(0.6139, device='cuda:0')"
78,99.96428061151593,"tensor(0.0016, device='cuda:0')",87.6,"tensor(0.6562, device='cuda:0')"
79,99.95713673381911,"tensor(0.0012, device='cuda:0')",87.45,"tensor(0.6753, device='cuda:0')"
