epoch,train_accuracy,train_loss,valid_accuracy,valid_loss
0,82.99042720388627,0.3738134205341339,79.75,0.48717284202575684
1,82.39034147735391,0.2969667315483093,81.41666666666667,0.38094642758369446
2,82.4903557651093,0.3142184615135193,80.9,0.5098605751991272
3,83.56193741963138,0.4162212610244751,80.46666666666667,0.3519521653652191
4,83.54050578654093,0.33835428953170776,74.85000000000001,0.4833775460720062
5,83.11901700242892,0.3446359932422638,80.55,0.4648546576499939
6,83.89769967138163,0.42581239342689514,79.05,0.41471296548843384
7,84.20488641234462,0.43488290905952454,80.30000000000001,0.47121137380599976
8,84.14059151307329,0.44353002309799194,78.23333333333333,0.4122771620750427
9,84.94784969281326,0.3573080003261566,78.7,0.4284699857234955
10,83.55479354193456,0.37217825651168823,81.06666666666666,0.3531615734100342
11,84.49064152021717,0.4623749852180481,71.71666666666667,0.6747208833694458
12,83.269038434062,0.30668801069259644,81.56666666666666,0.4750157296657562
13,84.83354764966424,0.26572489738464355,81.8,0.39235955476760864
14,85.09787112444634,0.4822927415370941,76.2,0.5089861154556274
15,84.74782111730246,0.33844316005706787,82.19999999999999,0.43232184648513794
16,84.4477782540363,0.31876295804977417,81.75,0.3624098598957062
17,84.88355479354193,0.22485043108463287,81.56666666666666,0.5058733820915222
18,79.61851693099014,0.31742623448371887,79.98333333333333,0.5272132158279419
19,85.45506500928704,0.3150830566883087,78.48333333333333,0.5573523640632629
20,84.84783540505786,0.32804253697395325,78.31666666666666,0.6500738859176636
21,85.96228032576082,0.37248677015304565,82.51666666666667,0.3453545570373535
22,82.92613230461494,0.40349748730659485,78.83333333333333,0.6521078944206238
23,86.53379054150592,0.23261167109012604,82.15,0.46945714950561523
24,84.96213744820689,0.28714537620544434,82.95,0.32342058420181274
25,86.19088441205886,0.22978660464286804,81.10000000000001,0.43355828523635864
26,83.95485069295614,0.5756394863128662,60.3,0.6705684661865234
27,77.07529647092441,0.5539109110832214,76.81666666666666,0.48950767517089844
28,82.46892413201886,0.2660709321498871,80.95,0.46302250027656555
29,87.64109158451208,0.1818048059940338,81.25,0.4752560555934906
30,87.12673239034147,0.2762927711009979,81.28333333333333,0.3840022683143616
31,87.72681811687384,0.2786002457141876,82.66666666666667,0.35389453172683716
32,87.82683240462923,0.29975202679634094,81.91666666666667,0.4306752681732178
33,87.6553793399057,0.24432776868343353,82.36666666666666,0.3982916474342346
34,87.37676810972997,0.4425029158592224,77.83333333333333,0.6765702962875366
35,87.22674667809687,0.3973831236362457,78.85,0.5660440325737
36,89.29132733247607,0.21062947809696198,82.35,0.4954405426979065
37,87.2910415773682,0.2374238669872284,83.13333333333334,0.38989129662513733
38,88.948421203029,0.25205621123313904,79.98333333333333,0.525185227394104
39,88.71981711673097,0.18140968680381775,81.31666666666668,0.45367690920829773
40,87.97685383626232,0.23405814170837402,81.36666666666666,0.49520301818847656
41,89.81997428204029,0.2322215884923935,81.03333333333333,0.4252754747867584
42,86.7766823831976,0.2305055558681488,77.55,0.6685640215873718
43,89.08415487926847,0.29746201634407043,81.68333333333334,0.35383620858192444
44,88.81983140448637,0.4198627769947052,80.0,0.3820684850215912
45,88.47692527503929,0.41133758425712585,79.7,0.4858682155609131
46,90.16288041148735,0.15412229299545288,80.43333333333334,0.4517679512500763
47,89.3056150878697,0.1398845613002777,81.91666666666667,0.418978750705719
48,88.24117731104444,0.19395585358142853,81.51666666666667,0.4895860552787781
49,87.73396199457065,0.3231913149356842,74.23333333333333,0.6043222546577454
50,90.92013144734962,0.3004056215286255,74.95,0.651145875453949
51,91.1201600228604,0.11389772593975067,81.58333333333333,0.5532256364822388
52,86.03371910272895,0.18997596204280853,81.78333333333333,0.5653147101402283
53,91.42734676382341,0.34258466958999634,71.15,0.8880429267883301
54,89.18416916702387,0.14198599755764008,82.19999999999999,0.43533557653427124
55,92.20602943277612,0.15743502974510193,80.75,0.35446295142173767
56,86.81954564937848,0.14565731585025787,81.08333333333333,0.7382053136825562
57,91.26303757679669,0.2352980524301529,78.35,0.5028494596481323
58,89.23417631090156,0.4693540930747986,78.2,0.5076351761817932
59,89.01985997999714,0.25872570276260376,77.31666666666666,0.4726880192756653
60,92.28461208744106,0.15521754324436188,79.86666666666666,0.8051841855049133
61,93.39191313044721,0.11934337764978409,81.69999999999999,0.6513952612876892
62,90.8058294042006,0.1851186603307724,78.31666666666666,0.56036376953125
63,92.8132590370053,0.42547330260276794,80.78333333333333,0.45978808403015137
64,85.88369767109587,0.11769040673971176,81.31666666666668,0.4228110611438751
65,93.77768252607515,0.5622826218605042,67.06666666666666,0.9534098505973816
66,90.59151307329618,0.4988384544849396,70.93333333333334,0.8705025315284729
67,83.15473639091299,0.5287490487098694,76.05,0.5965767502784729
68,78.21831690241463,0.33760762214660645,79.63333333333334,0.466256707906723
69,85.95513644806401,0.33657529950141907,77.61666666666667,0.46103405952453613
70,90.89155593656237,0.2335985153913498,79.03333333333333,0.4919233024120331
71,92.89184169167024,0.1107276901602745,82.08333333333333,0.6451811790466309
72,92.7132447492499,0.2767471373081207,81.23333333333333,0.6393364667892456
73,95.82083154736391,0.0900595635175705,80.36666666666666,0.47796306014060974
74,89.28418345477925,0.08257871121168137,80.83333333333333,0.6331012845039368
75,94.53493356193742,0.166885107755661,80.05,0.6993431448936462
