epoch,train_accuracy,train_loss,valid_accuracy,valid_loss
0,49.971424489212744,"tensor(0.6931, device='cuda:0')",50.06666666666667,"tensor(0.6931, device='cuda:0')"
1,50.028575510787256,"tensor(0.6931, device='cuda:0')",49.93333333333334,"tensor(0.6931, device='cuda:0')"
2,49.971424489212744,"tensor(0.6931, device='cuda:0')",50.06666666666667,"tensor(0.6931, device='cuda:0')"
3,51.05729389912844,"tensor(0.6931, device='cuda:0')",50.983333333333334,"tensor(0.6931, device='cuda:0')"
4,50.028575510787256,"tensor(0.6930, device='cuda:0')",49.93333333333334,"tensor(0.6931, device='cuda:0')"
5,49.971424489212744,"tensor(0.6931, device='cuda:0')",50.06666666666667,"tensor(0.6931, device='cuda:0')"
6,50.028575510787256,"tensor(0.6930, device='cuda:0')",49.93333333333334,"tensor(0.6930, device='cuda:0')"
7,49.971424489212744,"tensor(0.6930, device='cuda:0')",50.06666666666667,"tensor(0.6930, device='cuda:0')"
8,58.094013430490065,"tensor(0.6929, device='cuda:0')",57.15,"tensor(0.6930, device='cuda:0')"
9,50.028575510787256,"tensor(0.6929, device='cuda:0')",49.93333333333334,"tensor(0.6930, device='cuda:0')"
10,51.321617373910556,"tensor(0.6929, device='cuda:0')",51.31666666666666,"tensor(0.6929, device='cuda:0')"
11,50.40720102871838,"tensor(0.6928, device='cuda:0')",50.2,"tensor(0.6929, device='cuda:0')"
12,59.20131447349621,"tensor(0.6928, device='cuda:0')",58.166666666666664,"tensor(0.6928, device='cuda:0')"
13,50.028575510787256,"tensor(0.6928, device='cuda:0')",49.93333333333334,"tensor(0.6928, device='cuda:0')"
14,50.028575510787256,"tensor(0.6927, device='cuda:0')",49.93333333333334,"tensor(0.6927, device='cuda:0')"
15,51.900271467352475,"tensor(0.6925, device='cuda:0')",51.866666666666674,"tensor(0.6926, device='cuda:0')"
16,53.200457208172594,"tensor(0.6924, device='cuda:0')",52.96666666666666,"tensor(0.6925, device='cuda:0')"
